hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
20.0,22.0,53.0,13.0,4.0,2.0,0.0,10.0,Visual,,,,,,33,0.32,0.12,21,2,0.25,10,62,0.53,0.64,0.46,0.13
20.0,52.0,23.0,33.0,3.0,2.0,0.0,0.0,Visual,,,,,,58,0.23,0.08,6,1,0.77,17,18,0.43,0.81,0.02,0.26
50.0,62.0,73.0,43.0,4.0,2.0,4.0,9.0,Visual,,,,,,46,0.19,0.0,3,0,0.5,15,80,0.41,0.61,0.35,0.42
10.0,2.0,13.0,53.0,4.0,2.0,4.0,9.0,Auditory,,,,,,28,0.24,0.06,10,8,0.36,5,26,0.61,0.49,0.43,0.53
60.0,52.0,23.0,33.0,4.0,2.0,2.0,11.0,Visual,,,,,,34,0.25,0.06,12,9,0.64,21,19,0.53,0.83,0.17,0.04
15.0,52.0,83.0,11.0,3.0,2.0,4.0,6.0,Visual,,,,,,34,0.13,0.02,10,2,0.98,10,175,0.59,0.78,0.16,0.31
80.0,42.0,33.0,13.0,3.0,1.0,10.0,9.0,Visual,,,,,,45,0.25,0.1,22,8,0.76,7,132,0.42,0.73,0.17,0.76
40.0,51.0,20.0,33.0,2.0,2.0,4.0,11.0,Visual,,,,,,61,0.29,0.11,2,3,0.59,20,48,0.51,0.89,0.37,0.6
60.0,70.0,63.0,93.0,4.0,2.0,10.0,8.0,Visual,,,,,,79,0.39,0.11,24,9,0.82,17,119,0.9,0.93,0.82,0.46
50.0,62.0,13.0,33.0,2.0,2.0,2.0,12.0,Visual,,,,,,32,0.36,0.11,22,5,0.79,16,98,0.52,0.45,0.76,0.45
85.0,75.0,62.0,53.0,4.0,2.0,0.0,17.0,Visual,,,,,,70,0.38,0.0,13,6,0.91,15,103,0.55,0.28,0.01,0.37
25.0,15.0,32.0,53.0,3.0,2.0,56.0,8.0,Visual,,,,,,51,0.1,0.14,16,9,0.36,6,167,0.31,0.51,0.01,0.34
10.0,35.0,30.0,13.0,2.0,2.0,14.0,12.0,Visual,,,,,,58,0.19,0.12,13,5,0.89,23,116,0.53,0.09,0.08,0.4
87.0,65.0,82.0,33.0,3.0,2.0,12.0,11.0,Visual,,,,,,68,0.36,0.14,4,0,0.44,12,43,0.76,0.94,0.47,0.87
85.0,15.0,22.0,53.0,3.0,1.0,2.0,11.0,Visual,,,,,,71,0.29,0.0,4,5,0.95,17,42,0.61,0.98,0.89,0.47
80.0,71.0,52.0,51.0,2.0,2.0,0.0,15.0,Visual,,,,,,51,0.1,0.14,11,5,0.42,18,169,0.69,0.65,0.18,0.67
75.0,71.0,72.0,53.0,3.0,2.0,6.0,9.0,Visual,,,,,,23,0.42,0.12,23,4,0.94,19,21,0.63,0.75,0.48,0.81
85.0,66.0,12.0,23.0,1.0,2.0,4.0,10.0,Visual,,,,,,49,0.41,0.13,14,2,0.97,21,96,0.36,0.32,0.04,0.43
23.0,25.0,32.0,53.0,3.0,2.0,10.0,13.0,Visual,,,,,,56,0.32,0.01,3,9,0.32,19,102,0.5,0.87,0.02,0.84
15.0,25.0,37.0,13.0,3.0,2.0,0.0,9.0,Visual,,,,,,42,0.13,0.11,19,2,0.98,14,116,0.72,0.9,0.01,0.99
95.0,91.0,62.0,53.0,4.0,2.0,12.0,8.0,Visual,,,,,,58,0.41,0.14,22,9,0.27,5,19,0.63,0.08,0.74,0.5
81.0,75.0,62.0,53.0,3.0,1.0,8.0,10.0,Visual,,,,,,64,0.33,0.1,1,6,0.37,16,134,0.7,0.13,0.02,0.4
53.0,75.0,72.0,23.0,3.0,1.0,0.0,14.0,Visual,,,,,,34,0.41,0.09,5,7,0.56,13,28,0.52,0.26,0.27,0.81
15.0,43.0,42.0,33.0,3.0,2.0,0.0,15.0,Visual,,,,,,62,0.4,0.14,17,2,0.99,9,32,0.42,0.7,0.65,0.65
92.0,65.0,62.0,53.0,2.0,1.0,4.0,16.0,Visual,,,,,,48,0.42,0.07,1,2,0.59,19,137,0.8,0.18,0.62,0.61
83.0,75.0,62.0,53.0,3.0,1.0,8.0,10.0,Visual,,,,,,55,0.31,0.09,19,6,0.64,7,94,0.53,0.22,0.06,0.89
27.0,15.0,42.0,53.0,2.0,1.0,24.0,18.0,Visual,,,,,,32,0.16,0.07,19,9,0.76,23,116,0.69,0.38,0.26,0.65
45.0,95.0,12.0,13.0,5.0,2.0,0.0,10.0,Visual,,,,,,51,0.37,0.14,4,6,0.97,11,108,0.53,0.61,0.64,0.64
15.0,90.0,52.0,83.0,3.0,2.0,2.0,16.0,Visual,,,,,,26,0.35,0.01,19,8,0.83,11,68,0.86,0.98,0.39,0.21
45.0,58.0,52.0,43.0,4.0,2.0,6.0,10.0,Visual,,,,,,78,0.4,0.08,6,5,0.38,11,83,0.9,0.78,0.47,0.69
25.0,5.0,12.0,33.0,4.0,2.0,4.0,10.0,Visual,,,,,,70,0.17,0.1,15,6,0.44,6,11,0.69,0.56,0.21,0.91
22.0,51.0,42.0,40.0,3.0,1.0,18.0,6.0,Visual,,,,,,41,0.18,0.12,4,9,0.28,6,57,0.66,0.05,0.04,0.58
29.0,10.0,12.0,24.0,3.0,4.0,6.0,11.0,Visual,,,,,,47,0.46,0.09,24,0,0.72,16,15,0.8,0.52,0.35,0.9
72.0,51.0,42.0,24.0,4.0,3.0,28.0,9.0,Visual,,,,,,21,0.4,0.14,1,6,0.34,9,52,0.61,0.2,0.68,0.34
67.0,31.0,42.0,14.0,3.0,2.0,5.0,7.0,Visual,,,,,,61,0.46,0.14,24,1,0.41,8,154,0.82,0.3,0.77,0.04
17.0,21.0,42.0,14.0,3.0,2.0,10.0,13.0,Visual,,,,,,64,0.4,0.01,17,6,0.91,11,136,0.55,0.25,0.59,0.45
27.0,41.0,49.0,14.0,3.0,1.0,6.0,10.0,Visual,,,,,,76,0.34,0.06,11,2,0.46,20,88,0.32,0.35,0.39,0.0
70.0,81.0,39.0,84.0,4.0,3.0,6.0,7.0,Visual,,,,,,72,0.36,0.0,17,8,0.65,7,173,0.86,0.06,0.58,0.15
27.0,90.0,82.0,14.0,3.0,4.0,10.0,8.0,Visual,,,,,,25,0.46,0.05,23,4,0.52,6,161,0.73,0.58,0.7,0.19
17.0,61.0,42.0,14.0,3.0,2.0,13.0,13.0,Visual,,,,,,47,0.33,0.08,1,6,0.26,21,130,0.61,0.05,0.76,0.53
87.0,81.0,42.0,19.0,3.0,2.0,0.0,14.0,Visual,,,,,,47,0.35,0.14,9,7,0.49,13,129,0.87,0.66,0.09,0.95
7.0,61.0,22.0,14.0,4.0,2.0,15.0,8.0,Visual,,,,,,63,0.16,0.13,14,1,0.53,24,38,0.83,0.73,0.8,0.02
17.0,50.0,2.0,4.0,2.0,1.0,12.0,10.0,Visual,,,,,,63,0.29,0.02,15,0,0.92,12,87,0.37,0.49,0.06,0.24
5.0,21.0,42.0,14.0,4.0,2.0,2.0,15.0,Visual,,,,,,39,0.39,0.01,24,6,0.46,16,67,0.67,0.78,0.87,0.97
27.0,41.0,32.0,61.0,4.0,2.0,22.0,4.0,Visual,,,,,,49,0.21,0.09,1,5,0.5,11,79,0.62,0.97,0.39,0.88
87.0,88.0,40.0,10.0,2.0,2.0,13.0,8.0,Visual,,,,,,30,0.18,0.08,2,5,0.83,18,18,0.77,0.34,0.55,0.83
96.0,61.0,42.0,94.0,3.0,1.0,3.0,8.0,Visual,,,,,,77,0.23,0.04,18,1,0.81,20,179,0.48,0.62,0.29,0.09
57.0,51.0,46.0,34.0,3.0,3.0,4.0,10.0,Visual,,,,,,74,0.2,0.13,18,2,0.84,5,48,0.3,0.32,0.43,0.64
77.0,69.0,41.0,13.0,2.0,2.0,2.0,6.0,Visual,,,,,,47,0.19,0.14,6,3,0.96,14,131,0.41,0.44,0.85,0.2
80.0,51.0,40.0,24.0,3.0,3.0,0.0,0.0,Visual,,,,,,44,0.27,0.06,20,2,0.84,15,177,0.43,0.02,0.3,0.65
62.0,61.0,82.0,40.0,3.0,2.0,2.0,17.0,Visual,,,,,,58,0.46,0.13,8,1,0.53,11,68,0.47,0.07,0.56,0.43
72.0,83.0,12.0,90.0,3.0,2.0,0.0,13.0,Visual,,,,,,52,0.3,0.06,1,2,0.86,22,53,0.52,0.8,0.65,0.64
87.0,81.0,22.0,70.0,3.0,3.0,0.0,14.0,Visual,,,,,,20,0.18,0.11,15,5,0.61,23,74,0.72,0.14,0.15,0.43
72.0,90.0,12.0,30.0,3.0,2.0,16.0,7.0,Visual,,,,,,76,0.13,0.07,10,8,0.42,18,20,0.34,0.7,0.78,0.91
2.0,11.0,62.0,30.0,3.0,2.0,10.0,15.0,Visual,,,,,,46,0.38,0.02,4,3,0.44,21,100,0.59,0.71,1.0,0.03
5.0,3.0,2.0,10.0,3.0,2.0,2.0,12.0,Visual,,,,,,76,0.25,0.14,10,5,0.38,23,93,0.6,1.0,0.16,0.19
73.0,84.0,77.0,81.0,3.0,2.0,14.0,9.0,Visual,,,,,,71,0.43,0.07,11,0,0.32,17,14,0.67,0.7,0.77,0.83
5.0,17.0,21.0,10.0,2.0,3.0,10.0,12.0,Visual,,,,,,32,0.36,0.11,5,5,0.35,7,123,0.49,0.13,0.15,0.74
51.0,42.0,12.0,29.0,2.0,2.0,14.0,14.0,Visual,,,,,,60,0.42,0.06,9,2,0.25,6,173,0.46,0.63,0.95,0.19
9.0,7.0,21.0,20.0,5.0,2.0,4.0,11.0,Visual,,,,,,22,0.21,0.0,5,8,0.91,13,114,0.59,0.52,0.41,0.12
19.0,72.0,15.0,50.0,5.0,2.0,14.0,9.0,Visual,,,,,,58,0.38,0.02,11,3,0.94,11,25,0.7,0.92,0.98,0.31
32.0,80.0,58.0,46.0,2.0,2.0,2.0,13.0,Visual,,,,,,25,0.21,0.07,3,6,0.67,18,16,0.33,0.69,0.07,0.48
32.0,60.0,58.0,66.0,4.0,2.0,18.0,6.0,Visual,,,,,,27,0.48,0.1,4,3,0.87,9,53,0.48,0.52,0.79,0.05
12.0,8.0,18.0,26.0,3.0,3.0,10.0,10.0,Visual,,,,,,46,0.35,0.05,10,5,0.35,24,35,0.77,0.62,0.47,0.85
52.0,10.0,13.0,6.0,4.0,2.0,4.0,13.0,Visual,,,,,,28,0.23,0.1,7,6,0.92,19,45,0.59,0.44,0.29,0.52
72.0,80.0,58.0,66.0,5.0,1.0,20.0,12.0,Visual,,,,,,56,0.21,0.1,1,1,0.61,24,101,0.87,0.51,0.75,0.92
72.0,80.0,58.0,66.0,1.0,2.0,2.0,11.0,Visual,,,,,,52,0.18,0.11,6,9,0.25,5,21,0.82,0.72,0.64,0.33
92.0,80.0,88.0,76.0,5.0,2.0,0.0,0.0,Visual,,,,,,70,0.38,0.07,8,5,0.31,24,99,0.51,0.08,0.9,0.05
72.0,80.0,98.0,96.0,5.0,2.0,14.0,12.0,Visual,,,,,,61,0.19,0.14,17,7,0.45,11,77,0.74,0.62,0.25,0.87
72.0,80.0,58.0,86.0,3.0,2.0,2.0,12.0,Visual,,,,,,63,0.34,0.07,24,5,0.23,9,117,0.46,0.09,0.94,0.15
22.0,20.0,18.0,6.0,4.0,1.0,0.0,0.0,Visual,,,,,,43,0.21,0.07,7,1,0.45,8,160,0.41,0.86,0.64,0.34
12.0,20.0,38.0,46.0,3.0,1.0,0.0,12.0,Visual,,,,,,34,0.36,0.03,1,3,0.25,15,113,0.83,0.94,0.45,0.46
70.0,92.0,83.0,85.0,4.0,3.0,0.0,0.0,Visual,,,,,,78,0.43,0.05,9,0,0.39,23,97,0.51,0.78,0.05,0.49
50.0,40.0,52.0,66.0,3.0,1.0,6.0,18.0,Visual,,,,,,73,0.41,0.01,11,6,0.41,10,104,0.42,0.72,0.77,0.02
80.0,94.0,62.0,77.0,2.0,1.0,4.0,13.0,Visual,,,,,,51,0.4,0.1,19,7,1.0,24,135,0.88,0.94,0.86,0.53
87.0,48.0,82.0,96.0,4.0,1.0,16.0,8.0,Visual,,,,,,51,0.18,0.04,2,9,0.39,22,39,0.32,0.22,0.81,0.08
70.0,40.0,2.0,16.0,3.0,2.0,8.0,5.0,Visual,,,,,,43,0.14,0.05,23,1,0.39,9,72,0.52,0.23,0.74,0.33
65.0,86.0,62.0,40.0,3.0,1.0,0.0,15.0,Visual,,,,,,60,0.38,0.12,11,9,0.75,24,12,0.32,0.48,0.97,0.98
15.0,6.0,32.0,40.0,4.0,1.0,0.0,8.0,Visual,,,,,,71,0.25,0.05,3,4,0.89,19,171,0.6,0.01,0.85,0.28
19.0,74.0,32.0,17.0,3.0,2.0,6.0,10.0,Visual,,,,,,68,0.27,0.04,17,7,0.51,24,111,0.54,0.97,0.93,0.81
69.0,76.0,82.0,94.0,2.0,1.0,4.0,8.0,Visual,,,,,,68,0.11,0.03,10,7,0.9,10,101,0.73,0.03,0.73,0.51
39.0,26.0,12.0,44.0,3.0,1.0,0.0,8.0,Visual,,,,,,77,0.2,0.12,3,4,0.47,8,178,0.87,0.6,0.82,0.2
59.0,97.0,42.0,70.0,4.0,1.0,0.0,12.0,Visual,,,,,,71,0.11,0.02,22,7,0.36,21,57,0.61,0.35,0.29,0.72
10.0,17.0,12.0,40.0,4.0,1.0,2.0,8.0,Visual,,,,,,31,0.45,0.07,3,5,0.46,19,17,0.47,0.1,0.67,0.56
80.0,87.0,72.0,60.0,2.0,4.0,6.0,13.0,Visual,,,,,,58,0.2,0.08,21,4,0.69,22,144,0.82,0.02,0.21,0.53
70.0,99.0,66.0,65.0,3.0,2.0,12.0,11.0,Visual,,,,,,21,0.32,0.1,7,3,0.49,10,46,0.66,0.26,0.07,0.03
80.0,97.0,86.0,95.0,2.0,2.0,8.0,14.0,Visual,,,,,,22,0.12,0.09,2,4,0.74,24,80,0.63,0.11,0.58,0.33
69.0,34.0,12.0,17.0,4.0,4.0,0.0,0.0,Visual,,,,,,68,0.37,0.12,1,3,0.39,23,91,0.41,0.94,0.78,0.73
10.0,17.0,12.0,14.0,1.0,2.0,21.0,18.0,Visual,,,,,,56,0.23,0.01,7,0,0.76,16,121,0.32,0.24,0.08,0.8
61.0,97.0,82.0,64.0,3.0,2.0,2.0,8.0,Visual,,,,,,68,0.46,0.04,20,2,0.48,13,112,0.58,0.09,0.18,0.81
21.0,27.0,52.0,34.0,3.0,3.0,1.0,12.0,Visual,,,,,,75,0.46,0.04,11,7,0.56,12,30,0.62,0.77,0.09,0.04
49.0,94.0,42.0,7.0,2.0,3.0,4.0,9.0,Visual,,,,,,36,0.23,0.02,23,6,0.65,19,43,0.38,0.41,0.63,0.16
70.0,64.0,42.0,32.0,3.0,3.0,0.0,0.0,Visual,,,,,,78,0.46,0.04,6,6,0.75,5,36,0.34,0.84,0.08,0.99
79.0,84.0,82.0,37.0,2.0,2.0,13.0,17.0,Visual,,,,,,68,0.5,0.05,23,2,0.39,6,17,0.43,0.84,0.09,0.16
19.0,80.0,12.0,17.0,4.0,2.0,2.0,10.0,Visual,,,,,,21,0.43,0.08,4,8,0.87,7,171,0.34,0.99,0.26,0.21
11.0,70.0,32.0,29.0,3.0,2.0,8.0,11.0,Visual,,,,,,21,0.44,0.1,19,5,0.78,23,27,0.33,0.8,0.27,0.8
10.0,8.0,10.0,10.0,4.0,2.0,10.0,10.0,Visual,,,,,,47,0.2,0.06,21,7,0.39,14,149,0.57,0.21,0.56,0.39
18.0,28.0,40.0,20.0,3.0,2.0,0.0,0.0,Visual,,,,,,73,0.33,0.11,19,7,0.98,18,60,0.79,0.59,0.03,0.12
90.0,84.0,52.0,30.0,3.0,2.0,15.0,9.0,Visual,,,,,,42,0.13,0.05,14,2,0.73,23,177,0.7,0.53,0.62,0.13
92.0,81.0,32.0,36.0,5.0,4.0,4.0,14.0,Visual,,,,,,56,0.14,0.04,3,3,0.56,15,159,0.71,0.51,0.41,0.08
42.0,21.0,2.0,16.0,4.0,2.0,2.0,11.0,Visual,,,,,,51,0.5,0.08,4,5,0.33,10,145,0.46,0.3,0.18,0.18
22.0,20.0,6.0,26.0,5.0,2.0,2.0,14.0,Visual,,,,,,52,0.23,0.0,8,1,0.63,23,165,0.31,0.21,0.65,0.5
95.0,82.0,82.0,70.0,3.0,2.0,2.0,10.0,Visual,,,,,,20,0.4,0.01,18,6,0.33,18,56,0.57,0.72,0.33,0.02
90.0,62.0,80.0,60.0,4.0,2.0,6.0,12.0,Visual,,,,,,38,0.42,0.06,4,1,0.54,12,65,0.53,0.1,0.83,0.12
72.0,21.0,22.0,26.0,1.0,2.0,75.0,9.0,Visual,,,,,,21,0.44,0.14,11,4,0.53,6,169,0.87,0.05,0.99,0.91
92.0,31.0,42.0,27.0,2.0,1.0,22.0,9.0,Visual,,,,,,72,0.5,0.11,16,3,0.78,22,148,0.34,0.38,0.78,0.88
82.0,31.0,52.0,25.0,4.0,2.0,15.0,8.0,Visual,,,,,,63,0.2,0.01,3,8,0.35,8,158,0.77,0.74,0.74,0.83
72.0,41.0,46.0,27.0,2.0,1.0,8.0,10.0,Visual,,,,,,45,0.12,0.13,7,1,0.86,7,163,0.53,0.87,0.36,0.71
74.0,71.0,56.0,37.0,5.0,1.0,30.0,8.0,Visual,,,,,,51,0.26,0.11,2,6,0.46,6,151,0.8,0.54,0.53,0.66
74.0,60.0,56.0,37.0,4.0,1.0,19.0,10.0,Visual,,,,,,25,0.15,0.09,1,6,0.56,8,88,0.6,0.84,0.05,0.28
95.0,94.0,72.0,80.0,2.0,4.0,1.0,12.0,Visual,,,,,,51,0.11,0.12,1,6,0.82,22,23,0.79,0.03,0.73,0.33
97.0,87.0,82.0,86.0,4.0,2.0,4.0,10.0,Visual,,,,,,74,0.24,0.06,6,0,0.7,15,109,0.58,0.46,0.68,0.24
40.0,38.0,32.0,36.0,4.0,2.0,4.0,11.0,Visual,,,,,,23,0.41,0.03,19,7,0.45,13,12,0.54,0.13,0.27,0.98
41.0,39.0,35.0,39.0,3.0,2.0,2.0,11.0,Visual,,,,,,74,0.33,0.08,7,1,0.51,12,131,0.88,0.58,0.53,0.63
51.0,79.0,85.0,89.0,3.0,3.0,5.0,19.0,Visual,,,,,,30,0.23,0.08,24,4,0.44,12,16,0.52,0.92,0.68,0.97
81.0,79.0,91.0,85.0,3.0,3.0,6.0,12.0,Visual,,,,,,75,0.36,0.08,5,1,0.68,9,48,0.78,0.01,0.37,0.27
71.0,70.0,65.0,69.0,2.0,3.0,6.0,14.0,Visual,,,,,,78,0.19,0.08,21,4,0.47,17,124,0.34,0.67,0.73,0.62
75.0,71.0,76.0,80.0,4.0,2.0,9.0,15.0,Visual,,,,,,36,0.11,0.14,18,6,0.78,11,119,0.34,0.79,0.8,0.76
49.0,36.0,32.0,44.0,3.0,2.0,11.0,11.0,Visual,,,,,,57,0.41,0.14,24,5,0.66,9,74,0.56,0.74,0.22,0.09
42.0,24.0,12.0,24.0,2.0,3.0,0.0,15.0,Visual,,,,,,43,0.35,0.13,13,4,0.32,17,34,0.65,0.02,0.3,0.67
90.0,86.0,82.0,74.0,4.0,2.0,12.0,13.0,Visual,,,,,,24,0.4,0.12,1,3,0.45,24,40,0.67,0.17,0.4,0.17
62.0,64.0,72.0,84.0,1.0,4.0,6.0,18.0,Visual,,,,,,71,0.12,0.14,10,7,0.38,20,95,0.32,0.09,0.24,0.33
90.0,86.0,82.0,74.0,4.0,3.0,8.0,14.0,Visual,,,,,,53,0.43,0.01,9,7,0.51,18,147,0.72,0.09,0.78,0.72
62.0,64.0,72.0,84.0,4.0,1.0,4.0,11.0,Visual,,,,,,25,0.35,0.04,17,0,0.61,9,86,0.38,0.73,0.57,0.44
98.0,87.0,86.0,84.0,3.0,2.0,0.0,0.0,Visual,,,,,,41,0.33,0.07,1,9,0.61,23,146,0.87,0.42,0.38,0.92
72.0,74.0,82.0,89.0,4.0,2.0,10.0,8.0,Visual,,,,,,30,0.35,0.13,1,1,0.8,8,131,0.5,0.72,0.02,0.24
18.0,17.0,26.0,34.0,3.0,4.0,0.0,14.0,Visual,,,,,,67,0.45,0.08,7,2,0.35,15,17,0.46,0.36,0.33,0.15
32.0,14.0,32.0,29.0,4.0,1.0,5.0,16.0,Visual,,,,,,35,0.33,0.11,4,0,0.96,6,106,0.47,0.12,0.84,0.34
10.0,12.0,20.0,13.0,2.0,2.0,14.0,11.0,Visual,,,,,,52,0.33,0.02,23,2,0.47,17,28,0.86,0.72,0.74,0.85
22.0,34.0,15.0,9.0,1.0,1.0,0.0,10.0,Visual,,,,,,28,0.5,0.04,21,9,0.44,20,39,0.59,0.63,0.07,0.85
11.0,20.0,21.0,23.0,3.0,3.0,0.0,14.0,Visual,,,,,,79,0.4,0.11,12,7,0.75,13,18,0.56,0.11,0.8,0.37
12.0,44.0,25.0,39.0,2.0,4.0,0.0,18.0,Visual,,,,,,78,0.28,0.02,16,3,0.84,20,92,0.64,0.92,0.18,0.81
15.0,50.0,24.0,43.0,4.0,2.0,20.0,13.0,Visual,,,,,,25,0.38,0.05,14,6,0.5,11,56,0.86,0.31,0.99,0.08
32.0,44.0,29.0,89.0,4.0,2.0,8.0,12.0,Visual,,,,,,35,0.26,0.04,23,6,0.8,20,99,0.49,0.65,0.87,0.01
65.0,59.0,74.0,83.0,5.0,1.0,0.0,18.0,Visual,,,,,,48,0.19,0.05,10,4,0.91,17,10,0.41,0.03,0.91,0.86
72.0,64.0,59.0,89.0,3.0,1.0,38.0,8.0,Visual,,,,,,22,0.34,0.11,14,0,0.81,9,140,0.66,0.44,0.77,0.87
95.0,57.0,74.0,89.0,5.0,2.0,0.0,12.0,Visual,,,,,,39,0.47,0.06,7,9,0.23,19,171,0.6,0.96,0.71,0.14
82.0,84.0,79.0,79.0,4.0,2.0,18.0,10.0,Visual,,,,,,79,0.47,0.08,4,3,0.86,11,162,0.34,0.89,0.24,0.3
25.0,29.0,34.0,33.0,2.0,2.0,0.0,0.0,Visual,,,,,,78,0.24,0.01,2,6,0.82,22,167,0.61,0.22,0.59,0.85
42.0,34.0,29.0,39.0,4.0,2.0,20.0,13.0,Visual,,,,,,55,0.31,0.12,24,4,0.74,24,10,0.64,0.88,0.7,0.08
55.0,79.0,44.0,43.0,5.0,2.0,3.0,11.0,Visual,,,,,,38,0.18,0.06,18,1,0.81,6,132,0.72,0.29,0.29,0.86
62.0,64.0,69.0,49.0,2.0,2.0,22.0,11.0,Visual,,,,,,45,0.5,0.1,16,7,0.98,12,155,0.9,0.85,0.4,0.57
78.0,88.0,74.0,83.0,1.0,3.0,14.0,13.0,Visual,,,,,,22,0.49,0.11,9,1,0.54,14,170,0.55,0.73,0.95,0.66
72.0,84.0,89.0,89.0,1.0,3.0,40.0,11.0,Visual,,,,,,38,0.36,0.03,5,7,0.25,14,146,0.61,0.35,0.41,0.59
60.0,92.0,83.0,23.0,3.0,2.0,0.0,0.0,Visual,,,,,,39,0.42,0.13,9,1,0.57,15,144,0.35,0.91,0.32,0.58
50.0,90.0,83.0,13.0,3.0,3.0,9.0,9.0,Visual,,,,,,51,0.39,0.09,8,4,0.24,12,39,0.8,0.49,0.11,0.19
60.0,97.0,13.0,3.0,3.0,3.0,0.0,10.0,Visual,,,,,,26,0.34,0.06,24,3,0.44,20,86,0.36,0.32,0.34,0.24
50.0,95.0,23.0,10.0,4.0,2.0,2.0,11.0,Visual,,,,,,71,0.12,0.03,20,0,0.67,20,90,0.86,0.28,0.61,0.58
60.0,87.0,23.0,11.0,2.0,2.0,23.0,13.0,Visual,,,,,,60,0.28,0.14,16,7,0.45,21,22,0.51,0.94,0.15,0.4
50.0,80.0,20.0,15.0,2.0,2.0,12.0,9.0,Visual,,,,,,52,0.37,0.11,20,9,0.75,10,22,0.5,0.76,0.61,0.54
10.0,15.0,10.0,21.0,3.0,3.0,3.0,11.0,Visual,,,,,,59,0.37,0.03,18,2,0.86,22,51,0.5,0.35,0.74,0.25
30.0,10.0,20.0,5.0,4.0,3.0,1.0,15.0,Visual,,,,,,58,0.25,0.05,4,3,0.54,21,133,0.87,0.25,0.77,0.46
24.0,35.0,18.0,31.0,3.0,3.0,0.0,15.0,Visual,,,,,,37,0.48,0.12,16,3,0.92,16,110,0.89,0.21,0.98,0.14
27.0,20.0,33.0,35.0,3.0,3.0,3.0,11.0,Visual,,,,,,59,0.17,0.1,4,4,0.26,19,87,0.88,0.24,0.43,0.04
10.0,15.0,10.0,21.0,3.0,1.0,3.0,16.0,Visual,,,,,,20,0.3,0.11,6,2,0.87,11,116,0.72,0.11,0.03,0.95
30.0,10.0,20.0,5.0,4.0,1.0,8.0,10.0,Visual,,,,,,30,0.38,0.07,3,8,0.86,18,45,0.37,0.48,0.85,0.72
80.0,77.0,63.0,83.0,4.0,3.0,7.0,9.0,Visual,,,,,,47,0.38,0.11,18,3,0.46,8,44,0.53,0.04,0.08,0.5
75.0,85.0,73.0,80.0,3.0,3.0,4.0,14.0,Visual,,,,,,76,0.36,0.06,15,9,0.44,21,65,0.47,0.01,0.86,0.55
40.0,7.0,50.0,41.0,5.0,4.0,2.0,8.0,Visual,,,,,,44,0.21,0.03,8,3,0.44,15,96,0.73,0.62,0.98,0.51
35.0,2.0,29.0,33.0,4.0,3.0,7.0,14.0,Textual,,,,,,69,0.16,0.09,18,5,0.85,10,14,0.6,0.09,0.91,0.9
10.0,90.0,30.0,21.0,3.0,2.0,0.0,0.0,Visual,,,,,,42,0.35,0.15,24,7,0.87,14,130,0.67,0.85,0.96,0.77
25.0,80.0,29.0,23.0,3.0,2.0,0.0,0.0,Visual,,,,,,50,0.34,0.05,23,6,0.46,19,165,0.31,0.11,0.02,0.33
10.0,8.0,9.0,3.0,4.0,4.0,0.0,0.0,Visual,,,,,,49,0.17,0.07,3,3,0.67,10,96,0.77,0.54,0.01,0.22
15.0,7.0,12.0,7.0,4.0,3.0,16.0,15.0,Visual,,,,,,61,0.38,0.1,6,3,0.31,20,179,0.87,0.68,0.21,0.07
70.0,90.0,20.0,21.0,4.0,3.0,12.0,13.0,Visual,,,,,,54,0.28,0.08,22,4,0.58,16,107,0.7,0.23,0.8,0.15
75.0,80.0,15.0,20.0,3.0,2.0,0.0,0.0,Visual,,,,,,26,0.37,0.13,21,9,1.0,23,168,0.81,0.89,0.09,0.49
78.0,98.0,10.0,11.0,3.0,4.0,7.0,17.0,Visual,,,,,,79,0.43,0.11,24,4,0.33,20,144,0.59,0.48,0.75,0.2
79.0,89.0,11.0,14.0,3.0,2.0,4.0,10.0,Visual,,,,,,35,0.17,0.01,15,0,0.96,18,16,0.31,0.32,0.01,0.31
16.0,90.0,15.0,11.0,3.0,3.0,4.0,11.0,Visual,,,,,,45,0.11,0.15,12,7,0.86,10,13,0.89,0.9,0.73,0.13
17.0,80.0,13.0,10.0,3.0,2.0,0.0,0.0,Visual,,,,,,67,0.41,0.11,5,9,0.98,13,117,0.34,0.86,0.25,0.92
40.0,87.0,50.0,41.0,3.0,2.0,11.0,15.0,Visual,,,,,,76,0.34,0.13,7,4,0.34,5,137,0.42,0.71,0.44,0.03
35.0,92.0,29.0,33.0,3.0,2.0,0.0,0.0,Visual,,,,,,71,0.38,0.1,22,2,0.37,12,41,0.33,0.29,0.98,0.35
14.0,97.0,15.0,14.0,3.0,3.0,4.0,10.0,Visual,,,,,,79,0.44,0.13,15,2,0.21,11,37,0.67,0.39,0.55,0.26
13.0,82.0,20.0,30.0,4.0,3.0,7.0,14.0,Visual,,,,,,68,0.42,0.02,7,3,0.78,18,13,0.65,0.69,0.07,0.01
24.0,97.0,15.0,14.0,3.0,3.0,9.0,16.0,Visual,,,,,,21,0.48,0.05,13,6,0.72,12,118,0.43,0.19,0.87,0.93
