hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform
75.0,80.0,15.0,20.0,3.0,2.0,0.0,0.0,Visual,,,,,
78.0,98.0,10.0,11.0,3.0,4.0,7.0,17.0,Visual,,,,,
79.0,89.0,11.0,14.0,3.0,2.0,4.0,10.0,Visual,,,,,
16.0,90.0,15.0,11.0,3.0,3.0,4.0,11.0,Visual,,,,,
17.0,80.0,13.0,10.0,3.0,2.0,0.0,0.0,Visual,,,,,
40.0,87.0,50.0,41.0,3.0,2.0,11.0,15.0,Visual,,,,,
35.0,92.0,29.0,33.0,3.0,2.0,0.0,0.0,Visual,,,,,
14.0,97.0,15.0,14.0,3.0,3.0,4.0,10.0,Visual,,,,,
13.0,82.0,20.0,30.0,4.0,3.0,7.0,14.0,Visual,,,,,
24.0,97.0,15.0,14.0,3.0,3.0,9.0,16.0,Visual,,,,,
23.0,82.0,20.0,30.0,4.0,3.0,0.0,9.0,Visual,,,,,
20.0,3.0,9.0,3.0,4.0,3.0,0.0,15.0,Textual,,,,,
15.0,4.0,12.0,7.0,5.0,1.0,10.0,13.0,Visual,,,,,
5.0,13.0,6.0,6.0,4.0,2.0,8.0,8.0,Visual,,,,,
7.0,9.0,11.0,10.0,5.0,2.0,2.0,13.0,Visual,,,,,
10.0,94.0,40.0,11.0,3.0,1.0,7.0,8.0,Visual,,,,,
25.0,89.0,21.0,13.0,4.0,1.0,4.0,8.0,Visual,,,,,
30.0,98.0,42.0,21.0,5.0,2.0,4.0,11.0,Visual,,,,,
35.0,97.0,41.0,23.0,3.0,2.0,0.0,9.0,Visual,,,,,
32.0,88.0,32.0,25.0,3.0,2.0,4.0,13.0,Visual,,,,,
25.0,87.0,21.0,27.0,2.0,2.0,2.0,11.0,Visual,,,,,
72.0,98.0,52.0,15.0,3.0,1.0,4.0,10.0,Visual,,,,,
75.0,90.0,51.0,17.0,3.0,3.0,0.0,16.0,Visual,,,,,
20.0,88.0,31.0,28.0,3.0,2.0,0.0,13.0,Visual,,,,,
10.0,98.0,41.0,38.0,4.0,2.0,2.0,12.0,Visual,,,,,
90.0,98.0,41.0,38.0,3.0,2.0,0.0,10.0,Visual,,,,,
80.0,88.0,51.0,39.0,3.0,2.0,0.0,15.0,Visual,,,,,
80.0,95.0,21.0,28.0,2.0,2.0,0.0,12.0,Visual,,,,,
78.0,70.0,31.0,29.0,3.0,2.0,4.0,10.0,Visual,,,,,
10.0,18.0,71.0,38.0,2.0,3.0,0.0,13.0,Visual,,,,,
10.0,58.0,51.0,48.0,2.0,1.0,0.0,0.0,Visual,,,,,
98.0,88.0,60.0,31.0,2.0,1.0,0.0,10.0,Visual,,,,,
75.0,81.0,51.0,34.0,2.0,2.0,10.0,11.0,Visual,,,,,
10.0,17.0,50.0,21.0,2.0,2.0,4.0,9.0,Visual,,,,,
35.0,2.0,29.0,23.0,3.0,1.0,3.0,12.0,Visual,,,,,
10.0,20.0,22.0,97.0,4.0,3.0,8.0,11.0,Visual,,,,,
5.0,9.0,19.0,98.0,5.0,1.0,14.0,5.0,Visual,,,,,
10.0,10.0,40.0,51.0,4.0,3.0,0.0,19.0,Visual,,,,,
35.0,2.0,29.0,23.0,3.0,3.0,2.0,10.0,Textual,,,,,
20.0,90.0,50.0,61.0,4.0,3.0,4.0,15.0,Visual,,,,,
32.0,82.0,59.0,63.0,4.0,2.0,4.0,10.0,Visual,,,,,
10.0,30.0,50.0,91.0,1.0,2.0,0.0,15.0,Visual,,,,,
12.0,22.0,59.0,83.0,5.0,2.0,17.0,10.0,Visual,,,,,
11.0,20.0,20.0,98.0,2.0,2.0,4.0,14.0,Visual,,,,,
10.0,12.0,29.0,93.0,4.0,1.0,5.0,7.0,Visual,,,,,
69.0,82.0,20.0,28.0,4.0,2.0,2.0,10.0,Visual,,,,,
70.0,83.0,29.0,33.0,3.0,1.0,0.0,0.0,Visual,,,,,
89.0,92.0,40.0,28.0,4.0,1.0,14.0,5.0,Visual,,,,,
79.0,93.0,49.0,23.0,3.0,3.0,2.0,10.0,Visual,,,,,
15.0,90.0,21.0,97.0,4.0,1.0,7.0,6.0,Visual,,,,,
20.0,77.0,31.0,88.0,4.0,3.0,0.0,0.0,Visual,,,,,
4.0,10.0,11.0,7.0,3.0,2.0,0.0,8.0,Visual,,,,,
5.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,Auditory,,,,,
88.0,81.0,50.0,10.0,5.0,2.0,11.0,9.0,Visual,,,,,
90.0,88.0,54.0,12.0,4.0,1.0,3.0,16.0,Visual,,,,,
86.0,98.0,50.0,20.0,5.0,1.0,3.0,7.0,Visual,,,,,
90.0,90.0,57.0,22.0,4.0,1.0,0.0,10.0,Visual,,,,,
78.0,91.0,50.0,40.0,2.0,1.0,5.0,9.0,Visual,,,,,
15.0,16.0,2.0,20.0,3.0,2.0,4.0,11.0,Visual,,,,,
20.0,20.0,3.0,25.0,3.0,2.0,2.0,11.0,Visual,,,,,
10.0,7.0,0.0,30.0,3.0,2.0,6.0,12.0,Visual,,,,,
30.0,25.0,5.0,35.0,2.0,3.0,0.0,14.0,Visual,,,,,
40.0,50.0,12.0,50.0,3.0,2.0,0.0,13.0,Visual,,,,,
42.0,30.0,13.0,70.0,4.0,2.0,6.0,13.0,Visual,,,,,
35.0,12.0,0.0,17.0,4.0,2.0,0.0,13.0,Visual,,,,,
50.0,10.0,15.0,22.0,1.0,2.0,2.0,13.0,Visual,,,,,
12.0,21.0,16.0,50.0,2.0,2.0,0.0,17.0,Visual,,,,,
70.0,80.0,25.0,70.0,5.0,2.0,0.0,13.0,Visual,,,,,
50.0,88.0,30.0,80.0,3.0,2.0,2.0,14.0,Visual,,,,,
19.0,6.0,19.0,12.0,2.0,3.0,0.0,13.0,Visual,,,,,
5.0,1.0,0.0,11.0,3.0,1.0,0.0,12.0,Auditory,,,,,
20.0,14.0,12.0,19.0,4.0,2.0,0.0,13.0,Visual,,,,,
62.0,70.0,44.0,60.0,5.0,3.0,0.0,15.0,Visual,,,,,
30.0,40.0,22.0,66.0,4.0,1.0,6.0,17.0,Visual,,,,,
36.0,30.0,20.0,80.0,2.0,3.0,10.0,14.0,Visual,,,,,
55.0,13.0,35.0,90.0,3.0,2.0,2.0,14.0,Visual,,,,,
69.0,15.0,36.0,96.0,5.0,1.0,2.0,7.0,Visual,,,,,
70.0,50.0,40.0,99.0,1.0,1.0,6.0,12.0,Visual,,,,,
60.0,60.0,33.0,90.0,4.0,2.0,0.0,14.0,Visual,,,,,
10.0,12.0,4.0,80.0,4.0,1.0,0.0,12.0,Visual,,,,,
15.0,21.0,2.0,90.0,5.0,2.0,0.0,14.0,Visual,,,,,
2.0,0.0,2.0,50.0,4.0,2.0,2.0,10.0,Auditory,,,,,
0.0,2.0,3.0,70.0,3.0,3.0,2.0,10.0,Auditory,,,,,
8.0,7.0,30.0,40.0,2.0,1.0,6.0,12.0,Visual,,,,,
19.0,19.0,25.0,40.0,2.0,1.0,8.0,12.0,Visual,,,,,
25.0,15.0,12.0,33.0,2.0,1.0,0.0,11.0,Visual,,,,,
75.0,85.0,52.0,43.0,3.0,2.0,2.0,13.0,Visual,,,,,
30.0,90.0,33.0,35.0,4.0,2.0,4.0,12.0,Visual,,,,,
35.0,80.0,50.0,70.0,4.0,2.0,0.0,11.0,Visual,,,,,
4.0,5.0,40.0,16.0,3.0,2.0,2.0,15.0,Visual,,,,,
2.0,19.0,10.0,50.0,5.0,2.0,0.0,15.0,Visual,,,,,
8.0,22.0,9.0,40.0,3.0,2.0,0.0,12.0,Visual,,,,,
12.0,11.0,8.0,40.0,4.0,1.0,4.0,12.0,Visual,,,,,
10.0,12.0,17.0,30.0,5.0,1.0,4.0,11.0,Visual,,,,,
8.0,6.0,4.0,22.0,4.0,3.0,0.0,14.0,Visual,,,,,
45.0,54.0,26.0,90.0,4.0,3.0,4.0,13.0,Visual,,,,,
0.0,0.0,0.0,4.0,3.0,3.0,2.0,12.0,Auditory,,,,,
50.0,90.0,37.0,70.0,3.0,1.0,8.0,12.0,Visual,,,,,
14.0,13.0,3.0,70.0,3.0,2.0,16.0,10.0,Visual,,,,,
19.0,20.0,16.0,50.0,4.0,1.0,8.0,11.0,Visual,,,,,
10.0,12.0,7.0,33.0,3.0,2.0,0.0,15.0,Visual,,,,,
30.0,35.0,28.0,90.0,4.0,1.0,0.0,10.0,Visual,,,,,
33.0,33.0,30.0,90.0,3.0,2.0,14.0,11.0,Visual,,,,,
20.0,12.0,15.0,70.0,2.0,2.0,4.0,11.0,Visual,,,,,
7.0,10.0,1.0,30.0,3.0,2.0,6.0,13.0,Visual,,,,,
70.0,4.0,39.0,90.0,2.0,4.0,2.0,17.0,Auditory,,,,,
13.0,80.0,40.0,88.0,3.0,2.0,4.0,13.0,Visual,,,,,
29.0,39.0,50.0,77.0,4.0,2.0,2.0,12.0,Visual,,,,,
20.0,14.0,12.0,70.0,3.0,2.0,0.0,13.0,Visual,,,,,
39.0,15.0,16.0,50.0,3.0,2.0,0.0,16.0,Visual,,,,,
55.0,90.0,16.0,40.0,5.0,1.0,4.0,9.0,Visual,,,,,
49.0,70.0,19.0,75.0,3.0,1.0,0.0,12.0,Visual,,,,,
12.0,50.0,8.0,30.0,3.0,1.0,0.0,13.0,Visual,,,,,
16.0,14.0,6.0,20.0,3.0,2.0,2.0,12.0,Visual,,,,,
19.0,5.0,4.0,1.0,3.0,2.0,0.0,15.0,Visual,,,,,
5.0,2.0,6.0,5.0,2.0,2.0,8.0,16.0,Textual,,,,,
28.0,60.0,19.0,50.0,3.0,2.0,0.0,14.0,Visual,,,,,
27.0,22.0,22.0,40.0,2.0,2.0,2.0,16.0,Visual,,,,,
21.0,10.0,28.0,20.0,4.0,2.0,0.0,16.0,Visual,,,,,
50.0,70.0,32.0,40.0,5.0,1.0,0.0,16.0,Visual,,,,,
80.0,90.0,70.0,80.0,4.0,2.0,0.0,10.0,Visual,,,,,
17.0,13.0,16.0,12.0,4.0,3.0,0.0,13.0,Visual,,,,,
0.0,5.0,7.0,2.0,4.0,2.0,0.0,12.0,Visual,,,,,
13.0,5.0,18.0,19.0,4.0,2.0,2.0,16.0,Visual,,,,,
25.0,10.0,19.0,30.0,3.0,4.0,0.0,12.0,Visual,,,,,
65.0,75.0,23.0,80.0,3.0,4.0,0.0,10.0,Visual,,,,,
70.0,69.0,35.0,30.0,1.0,2.0,0.0,11.0,Visual,,,,,
39.0,40.0,11.0,33.0,4.0,4.0,6.0,15.0,Visual,,,,,
22.0,30.0,10.0,12.0,3.0,4.0,2.0,11.0,Visual,,,,,
29.0,22.0,9.0,20.0,3.0,4.0,0.0,10.0,Visual,,,,,
11.0,2.0,2.0,8.0,3.0,2.0,2.0,11.0,Textual,,,,,
19.0,30.0,26.0,19.0,3.0,1.0,0.0,14.0,Visual,,,,,
12.0,0.0,6.0,13.0,3.0,2.0,4.0,11.0,Auditory,,,,,
50.0,90.0,29.0,60.0,3.0,2.0,0.0,11.0,Visual,,,,,
15.0,70.0,37.0,44.0,4.0,4.0,0.0,11.0,Visual,,,,,
20.0,80.0,33.0,33.0,2.0,4.0,1.0,13.0,Visual,,,,,
13.0,3.0,11.0,9.0,5.0,1.0,0.0,10.0,Visual,,,,,
80.0,90.0,49.0,55.0,4.0,2.0,14.0,11.0,Visual,,,,,
8.0,15.0,10.0,40.0,2.0,1.0,0.0,12.0,Visual,,,,,
8.0,25.0,1.0,70.0,3.0,3.0,2.0,9.0,Visual,,,,,
7.0,5.0,2.0,80.0,4.0,2.0,4.0,11.0,Visual,,,,,
7.0,4.0,10.0,50.0,3.0,2.0,2.0,13.0,Visual,,,,,
50.0,70.0,50.0,10.0,3.0,2.0,2.0,12.0,Visual,,,,,
1.0,0.0,1.0,12.0,4.0,2.0,4.0,12.0,Auditory,,,,,
70.0,12.0,40.0,50.0,3.0,2.0,6.0,11.0,Visual,,,,,
19.0,70.0,3.0,50.0,3.0,3.0,4.0,15.0,Visual,,,,,
3.0,12.0,4.0,33.0,4.0,2.0,6.0,11.0,Visual,,,,,
5.0,20.0,1.0,50.0,1.0,2.0,6.0,10.0,Visual,,,,,
4.0,8.0,10.0,60.0,3.0,3.0,2.0,11.0,Visual,,,,,
80.0,90.0,55.0,19.0,5.0,1.0,6.0,13.0,Visual,,,,,
50.0,70.0,19.0,15.0,3.0,2.0,0.0,12.0,Visual,,,,,
55.0,89.0,40.0,40.0,3.0,2.0,2.0,14.0,Visual,,,,,
80.0,44.0,35.0,10.0,3.0,4.0,2.0,12.0,Visual,,,,,
100.0,80.0,2.0,70.0,1.0,4.0,4.0,13.0,Visual,,,,,
14.0,60.0,11.0,75.0,3.0,1.0,6.0,11.0,Visual,,,,,
6.0,2.0,38.0,12.0,3.0,2.0,0.0,12.0,Auditory,,,,,
10.0,3.0,0.0,30.0,3.0,1.0,4.0,13.0,Visual,,,,,
50.0,7.0,9.0,50.0,3.0,3.0,2.0,13.0,Visual,,,,,
50.0,90.0,40.0,90.0,5.0,1.0,12.0,8.0,Visual,,,,,
70.0,92.0,50.0,7.0,4.0,3.0,0.0,16.0,Visual,,,,,
2.0,6.0,2.0,8.0,3.0,1.0,2.0,12.0,Visual,,,,,
1.0,7.0,6.0,10.0,3.0,2.0,16.0,10.0,Visual,,,,,
0.0,12.0,3.0,3.0,4.0,2.0,0.0,16.0,Visual,,,,,
0.0,0.0,5.0,80.0,3.0,4.0,10.0,10.0,Auditory,,,,,
12.0,26.0,7.0,40.0,1.0,4.0,4.0,10.0,Visual,,,,,
70.0,90.0,41.0,33.0,3.0,3.0,4.0,14.0,Visual,,,,,
7.0,12.0,5.0,3.0,3.0,4.0,8.0,11.0,Visual,,,,,
90.0,70.0,30.0,14.0,4.0,3.0,2.0,14.0,Visual,,,,,
70.0,88.0,55.0,40.0,5.0,1.0,4.0,14.0,Visual,,,,,
77.0,80.0,51.0,80.0,1.0,3.0,4.0,11.0,Visual,,,,,
2.0,5.0,3.0,50.0,1.0,2.0,12.0,10.0,Visual,,,,,
25.0,27.0,0.0,69.0,5.0,1.0,10.0,18.0,Visual,,,,,
11.0,2.0,0.0,50.0,4.0,2.0,4.0,10.0,Auditory,,,,,
0.0,8.0,11.0,70.0,4.0,2.0,6.0,14.0,Visual,,,,,
77.0,80.0,12.0,19.0,4.0,2.0,4.0,16.0,Visual,,,,,
25.0,29.0,40.0,17.0,4.0,1.0,6.0,15.0,Visual,,,,,
24.0,35.0,23.0,22.0,2.0,2.0,14.0,11.0,Visual,,,,,
60.0,60.0,3.0,60.0,4.0,1.0,2.0,14.0,Visual,,,,,
21.0,12.0,0.0,50.0,2.0,2.0,0.0,14.0,Visual,,,,,
0.0,4.0,8.0,30.0,5.0,4.0,6.0,13.0,Auditory,,,,,
66.0,90.0,55.0,12.0,2.0,2.0,2.0,13.0,Visual,,,,,
70.0,98.0,7.0,5.0,4.0,1.0,4.0,13.0,Visual,,,,,
0.0,6.0,4.0,15.0,4.0,2.0,0.0,11.0,Visual,,,,,
12.0,30.0,0.0,17.0,5.0,1.0,2.0,9.0,Visual,,,,,
2.0,9.0,7.0,55.0,3.0,2.0,0.0,11.0,Visual,,,,,
55.0,33.0,6.0,9.0,4.0,2.0,0.0,11.0,Visual,,,,,
12.0,10.0,20.0,16.0,5.0,1.0,8.0,15.0,Visual,,,,,
70.0,90.0,2.0,2.0,2.0,3.0,4.0,13.0,Visual,,,,,
7.0,9.0,5.0,30.0,2.0,3.0,0.0,12.0,Visual,,,,,
80.0,42.0,20.0,50.0,4.0,2.0,10.0,8.0,Visual,,,,,
0.0,3.0,10.0,3.0,2.0,1.0,8.0,11.0,Visual,,,,,
12.0,60.0,0.0,70.0,3.0,1.0,6.0,13.0,Visual,,,,,
80.0,80.0,15.0,70.0,4.0,1.0,2.0,12.0,Visual,,,,,
70.0,80.0,95.0,70.0,2.0,1.0,12.0,14.0,Visual,,,,,
70.0,80.0,95.0,70.0,2.0,1.0,4.0,11.0,Visual,,,,,
60.0,80.0,50.0,40.0,3.0,1.0,12.0,11.0,Visual,,,,,
100.0,80.0,95.0,90.0,3.0,2.0,2.0,11.0,Visual,,,,,
100.0,85.0,85.0,70.0,3.0,3.0,4.0,15.0,Visual,,,,,
10.0,60.0,5.0,20.0,4.0,2.0,2.0,10.0,Visual,,,,,
19.0,65.0,50.0,10.0,1.0,2.0,0.0,13.0,Visual,,,,,
10.0,75.0,55.0,11.0,3.0,1.0,2.0,12.0,Visual,,,,,
80.0,90.0,55.0,19.0,3.0,3.0,10.0,11.0,Visual,,,,,
10.0,10.0,15.0,19.0,3.0,1.0,8.0,11.0,Visual,,,,,
70.0,75.0,55.0,11.0,3.0,1.0,4.0,10.0,Visual,,,,,
100.0,75.0,50.0,70.0,4.0,2.0,0.0,10.0,Visual,,,,,
10.0,79.0,30.0,30.0,3.0,1.0,6.0,14.0,Visual,,,,,
60.0,55.0,30.0,40.0,5.0,1.0,2.0,9.0,Visual,,,,,
100.0,75.0,50.0,70.0,2.0,4.0,6.0,11.0,Visual,,,,,
80.0,80.0,51.0,59.0,3.0,2.0,24.0,9.0,Visual,,,,,
23.0,63.0,71.0,89.0,3.0,3.0,0.0,13.0,Visual,,,,,
100.0,91.0,98.0,40.0,3.0,1.0,4.0,11.0,Visual,,,,,
10.0,51.0,40.0,40.0,2.0,3.0,2.0,13.0,Visual,,,,,
70.0,50.0,33.0,41.0,4.0,1.0,4.0,11.0,Visual,,,,,
70.0,58.0,73.0,91.0,4.0,1.0,22.0,6.0,Visual,,,,,
70.0,50.0,30.0,49.0,4.0,2.0,0.0,12.0,Visual,,,,,
70.0,50.0,33.0,40.0,4.0,1.0,0.0,10.0,Visual,,,,,
22.0,51.0,48.0,10.0,3.0,2.0,2.0,11.0,Visual,,,,,
62.0,68.0,48.0,80.0,3.0,2.0,6.0,13.0,Visual,,,,,
82.0,89.0,58.0,50.0,3.0,2.0,6.0,11.0,Visual,,,,,
72.0,80.0,58.0,66.0,3.0,1.0,16.0,8.0,Visual,,,,,
70.0,82.0,3.0,73.0,5.0,1.0,0.0,11.0,Visual,,,,,
60.0,82.0,93.0,43.0,3.0,1.0,0.0,0.0,Visual,,,,,
55.0,72.0,83.0,14.0,4.0,1.0,6.0,10.0,Visual,,,,,
72.0,65.0,73.0,66.0,2.0,3.0,2.0,13.0,Visual,,,,,
51.0,82.0,53.0,43.0,5.0,1.0,6.0,11.0,Visual,,,,,
80.0,92.0,83.0,43.0,2.0,1.0,0.0,13.0,Visual,,,,,
60.0,52.0,23.0,33.0,4.0,2.0,0.0,8.0,Visual,,,,,
30.0,12.0,29.0,23.0,2.0,1.0,14.0,10.0,Visual,,,,,
40.0,62.0,83.0,33.0,2.0,1.0,6.0,11.0,Visual,,,,,
60.0,52.0,23.0,33.0,2.0,1.0,4.0,11.0,Visual,,,,,
20.0,22.0,53.0,13.0,5.0,2.0,0.0,1.0,Visual,,,,,
20.0,52.0,23.0,33.0,4.0,1.0,0.0,10.0,Visual,,,,,
50.0,62.0,73.0,43.0,3.0,1.0,8.0,9.0,Visual,,,,,
10.0,2.0,13.0,53.0,4.0,2.0,4.0,8.0,Auditory,,,,,
60.0,52.0,23.0,33.0,4.0,1.0,2.0,10.0,Visual,,,,,
15.0,52.0,83.0,11.0,3.0,1.0,2.0,8.0,Visual,,,,,
80.0,42.0,33.0,13.0,3.0,2.0,0.0,8.0,Visual,,,,,
40.0,51.0,20.0,33.0,5.0,1.0,10.0,8.0,Visual,,,,,
60.0,70.0,63.0,93.0,3.0,2.0,0.0,11.0,Visual,,,,,
50.0,62.0,13.0,33.0,2.0,2.0,0.0,18.0,Visual,,,,,
85.0,75.0,62.0,53.0,1.0,2.0,0.0,13.0,Visual,,,,,
25.0,15.0,32.0,53.0,4.0,2.0,0.0,17.0,Visual,,,,,
10.0,35.0,30.0,13.0,4.0,1.0,4.0,10.0,Visual,,,,,
87.0,65.0,82.0,33.0,3.0,2.0,0.0,18.0,Visual,,,,,
85.0,15.0,22.0,53.0,4.0,2.0,0.0,10.0,Visual,,,,,
80.0,71.0,52.0,51.0,3.0,2.0,0.0,13.0,Visual,,,,,
75.0,71.0,72.0,53.0,4.0,2.0,0.0,15.0,Visual,,,,,
85.0,66.0,12.0,23.0,4.0,2.0,0.0,11.0,Visual,,,,,
23.0,25.0,32.0,53.0,4.0,2.0,0.0,14.0,Visual,,,,,
15.0,25.0,37.0,13.0,3.0,2.0,4.0,10.0,Visual,,,,,
95.0,91.0,62.0,53.0,3.0,1.0,8.0,11.0,Visual,,,,,
81.0,75.0,62.0,53.0,2.0,2.0,4.0,13.0,Visual,,,,,
53.0,75.0,72.0,23.0,4.0,2.0,4.0,11.0,Visual,,,,,
15.0,43.0,42.0,33.0,2.0,2.0,0.0,13.0,Visual,,,,,
92.0,65.0,62.0,53.0,4.0,2.0,0.0,17.0,Visual,,,,,
83.0,75.0,62.0,53.0,3.0,2.0,32.0,14.0,Visual,,,,,
27.0,15.0,42.0,53.0,2.0,2.0,8.0,16.0,Visual,,,,,
45.0,95.0,12.0,13.0,3.0,2.0,6.0,14.0,Visual,,,,,
15.0,90.0,52.0,83.0,3.0,1.0,0.0,11.0,Visual,,,,,
45.0,58.0,52.0,43.0,2.0,2.0,0.0,16.0,Visual,,,,,
25.0,5.0,12.0,33.0,3.0,2.0,10.0,14.0,Visual,,,,,
22.0,51.0,42.0,40.0,1.0,2.0,6.0,10.0,Visual,,,,,
29.0,10.0,12.0,24.0,3.0,2.0,6.0,13.0,Visual,,,,,
72.0,51.0,42.0,24.0,3.0,2.0,0.0,12.0,Visual,,,,,
67.0,31.0,42.0,14.0,4.0,2.0,16.0,12.0,Visual,,,,,
17.0,21.0,42.0,14.0,3.0,1.0,0.0,10.0,Visual,,,,,
27.0,41.0,49.0,14.0,3.0,1.0,0.0,12.0,Visual,,,,,
70.0,81.0,39.0,84.0,3.0,2.0,8.0,16.0,Visual,,,,,
27.0,90.0,82.0,14.0,2.0,1.0,4.0,14.0,Visual,,,,,
17.0,61.0,42.0,14.0,3.0,1.0,16.0,12.0,Visual,,,,,
87.0,81.0,42.0,19.0,2.0,1.0,30.0,16.0,Visual,,,,,
7.0,61.0,22.0,14.0,5.0,2.0,0.0,11.0,Visual,,,,,
17.0,50.0,2.0,4.0,3.0,2.0,2.0,15.0,Visual,,,,,
5.0,21.0,42.0,14.0,4.0,2.0,4.0,12.0,Visual,,,,,
27.0,41.0,32.0,61.0,4.0,2.0,0.0,15.0,Visual,,,,,
87.0,88.0,40.0,10.0,3.0,1.0,21.0,13.0,Visual,,,,,
96.0,61.0,42.0,94.0,3.0,4.0,6.0,13.0,Visual,,,,,
57.0,51.0,46.0,34.0,4.0,3.0,14.0,8.0,Visual,,,,,
77.0,69.0,41.0,13.0,3.0,2.0,2.0,12.0,Visual,,,,,
80.0,51.0,40.0,24.0,3.0,2.0,4.0,15.0,Visual,,,,,
62.0,61.0,82.0,40.0,3.0,1.0,2.0,13.0,Visual,,,,,
72.0,83.0,12.0,90.0,4.0,3.0,0.0,12.0,Visual,,,,,
87.0,81.0,22.0,70.0,3.0,4.0,4.0,12.0,Visual,,,,,
72.0,90.0,12.0,30.0,3.0,2.0,15.0,12.0,Visual,,,,,
2.0,11.0,62.0,30.0,3.0,2.0,0.0,13.0,Visual,,,,,
5.0,3.0,2.0,10.0,4.0,2.0,10.0,11.0,Visual,,,,,
73.0,84.0,77.0,81.0,2.0,1.0,6.0,11.0,Visual,,,,,
5.0,17.0,21.0,10.0,4.0,2.0,2.0,15.0,Visual,,,,,
51.0,42.0,12.0,29.0,4.0,2.0,16.0,10.0,Visual,,,,,
9.0,7.0,21.0,20.0,2.0,2.0,10.0,10.0,Visual,,,,,
19.0,72.0,15.0,50.0,3.0,1.0,4.0,13.0,Visual,,,,,
32.0,80.0,58.0,46.0,3.0,3.0,0.0,13.0,Visual,,,,,
32.0,60.0,58.0,66.0,2.0,2.0,0.0,11.0,Visual,,,,,
12.0,8.0,18.0,26.0,3.0,3.0,12.0,12.0,Visual,,,,,
52.0,10.0,13.0,6.0,3.0,2.0,0.0,14.0,Visual,,,,,
72.0,80.0,58.0,66.0,3.0,2.0,9.0,10.0,Visual,,,,,
72.0,80.0,58.0,66.0,3.0,3.0,4.0,16.0,Visual,,,,,
92.0,80.0,88.0,76.0,3.0,2.0,4.0,8.0,Visual,,,,,
72.0,80.0,98.0,96.0,3.0,2.0,2.0,17.0,Visual,,,,,
72.0,80.0,58.0,86.0,3.0,2.0,0.0,11.0,Visual,,,,,
22.0,20.0,18.0,6.0,3.0,2.0,2.0,11.0,Visual,,,,,
12.0,20.0,38.0,46.0,2.0,3.0,0.0,16.0,Visual,,,,,
70.0,92.0,83.0,85.0,2.0,2.0,0.0,12.0,Visual,,,,,
50.0,40.0,52.0,66.0,5.0,2.0,0.0,13.0,Visual,,,,,
80.0,94.0,62.0,77.0,5.0,2.0,0.0,13.0,Visual,,,,,
87.0,48.0,82.0,96.0,2.0,2.0,0.0,14.0,Visual,,,,,
70.0,40.0,2.0,16.0,4.0,2.0,2.0,9.0,Visual,,,,,
65.0,86.0,62.0,40.0,3.0,3.0,0.0,12.0,Visual,,,,,
15.0,6.0,32.0,40.0,4.0,2.0,0.0,16.0,Visual,,,,,
19.0,74.0,32.0,17.0,5.0,1.0,4.0,10.0,Visual,,,,,
69.0,76.0,82.0,94.0,3.0,2.0,0.0,13.0,Visual,,,,,
39.0,26.0,12.0,44.0,3.0,2.0,18.0,10.0,Visual,,,,,
59.0,97.0,42.0,70.0,3.0,2.0,16.0,10.0,Visual,,,,,
10.0,17.0,12.0,40.0,1.0,1.0,14.0,7.0,Visual,,,,,
80.0,87.0,72.0,60.0,4.0,1.0,26.0,8.0,Visual,,,,,
70.0,99.0,66.0,65.0,2.0,1.0,6.0,9.0,Visual,,,,,
80.0,97.0,86.0,95.0,4.0,2.0,4.0,15.0,Visual,,,,,
69.0,34.0,12.0,17.0,3.0,3.0,10.0,10.0,Visual,,,,,
10.0,17.0,12.0,14.0,3.0,1.0,4.0,11.0,Visual,,,,,
61.0,97.0,82.0,64.0,1.0,2.0,2.0,13.0,Visual,,,,,
21.0,27.0,52.0,34.0,5.0,1.0,14.0,8.0,Visual,,,,,
49.0,94.0,42.0,7.0,5.0,2.0,16.0,8.0,Visual,,,,,
70.0,64.0,42.0,32.0,1.0,1.0,8.0,10.0,Visual,,,,,
79.0,84.0,82.0,37.0,3.0,3.0,4.0,15.0,Visual,,,,,
19.0,80.0,12.0,17.0,3.0,2.0,4.0,14.0,Visual,,,,,
11.0,70.0,32.0,29.0,5.0,2.0,8.0,15.0,Visual,,,,,
10.0,8.0,10.0,10.0,3.0,2.0,0.0,12.0,Visual,,,,,
18.0,28.0,40.0,20.0,4.0,1.0,7.0,15.0,Visual,,,,,
90.0,84.0,52.0,30.0,3.0,1.0,4.0,15.0,Visual,,,,,
92.0,81.0,32.0,36.0,3.0,2.0,2.0,12.0,Visual,,,,,
42.0,21.0,2.0,16.0,3.0,3.0,2.0,15.0,Visual,,,,,
22.0,20.0,6.0,26.0,2.0,3.0,10.0,11.0,Visual,,,,,
95.0,82.0,82.0,70.0,3.0,2.0,10.0,10.0,Visual,,,,,
90.0,62.0,80.0,60.0,4.0,3.0,10.0,11.0,Visual,,,,,
72.0,21.0,22.0,26.0,3.0,1.0,7.0,16.0,Visual,,,,,
92.0,31.0,42.0,27.0,3.0,2.0,4.0,11.0,Visual,,,,,
82.0,31.0,52.0,25.0,2.0,1.0,2.0,13.0,Visual,,,,,
72.0,41.0,46.0,27.0,4.0,1.0,12.0,5.0,Visual,,,,,
74.0,71.0,56.0,37.0,3.0,2.0,8.0,10.0,Visual,,,,,
